order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,payment_method,city,status,total_amount
ORD008020,CUS01839,2026-08-10,P012,Data Engineering Book,Books,1,450000,0.2,Cash,Ha Noi,Completed,360000.0
ORD008021,CUS01239,2026-02-07,P014,Yoga Mat,Sports,4,400000,0.1,E-Wallet,Ho Chi Minh,Completed,1440000.0
ORD008022,CUS01955,2026-08-01,P005,Men T-Shirt,Fashion,3,250000,0.0,Banking,Vung Tau,Completed,750000.0
ORD008023,CUS01425,2026-02-11,P002,iPhone 15,Electronics,2,22000000,0.15,Banking,Da Nang,Completed,37400000.0
ORD008024,CUS00763,2026-03-07,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Banking,Ho Chi Minh,Completed,1500000.0
ORD008025,CUS01742,2026-07-12,P004,Sony Headphones,Electronics,1,3500000,0.2,Banking,Ha Noi,Completed,2800000.0
ORD008026,CUS01784,2026-05-04,P002,iPhone 15,Electronics,2,22000000,0.2,Banking,Hai Phong,Completed,35200000.0
ORD008027,CUS00291,2026-04-11,P009,Air Fryer,Home Appliances,1,2800000,0.2,Banking,Ha Noi,Completed,2240000.0
ORD008028,CUS01859,2026-08-13,P015,Badminton Racket,Sports,1,900000,0.0,E-Wallet,Hai Phong,Completed,900000.0
ORD008029,CUS01249,2026-01-11,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Banking,Bien Hoa,Completed,1500000.0
ORD008030,CUS00261,2026-06-22,P014,Yoga Mat,Sports,2,400000,0.05,Credit Card,Bien Hoa,Completed,760000.0
ORD008031,CUS00906,2026-03-30,P007,Nike Sneakers,Fashion,4,2500000,0.15,Cash,Bien Hoa,Completed,8500000.0
ORD008032,CUS00506,2026-03-19,P007,Nike Sneakers,Fashion,1,2500000,0.05,Credit Card,Ho Chi Minh,Completed,2375000.0
ORD008033,CUS00589,2026-03-23,P002,iPhone 15,Electronics,1,22000000,0.2,Banking,Can Tho,Completed,17600000.0
ORD008034,CUS01841,2026-05-06,P003,Samsung Galaxy S24,Electronics,2,18000000,0.2,Cash,Nha Trang,Completed,28800000.0
ORD008035,CUS00247,2026-07-29,P009,Air Fryer,Home Appliances,1,2800000,0.2,Cash,Thu Dau Mot,Completed,2240000.0
ORD008036,CUS00360,2026-06-15,P001,Laptop ASUS,Electronics,1,25000000,0.1,Credit Card,Ho Chi Minh,Completed,22500000.0
ORD008037,CUS00422,2026-03-16,P002,iPhone 15,Electronics,2,22000000,0.0,Cash,Da Nang,Completed,44000000.0
ORD008038,CUS01528,2026-03-05,P014,Yoga Mat,Sports,1,400000,0.05,Cash,Ha Noi,Completed,380000.0
ORD008039,CUS01552,2026-06-19,P004,Sony Headphones,Electronics,3,3500000,0.2,E-Wallet,Vung Tau,Completed,8400000.0
ORD008040,CUS00803,2026-07-28,P001,Laptop ASUS,Electronics,1,25000000,0.15,Cash,Ho Chi Minh,Completed,21250000.0
ORD008041,CUS01199,2026-03-30,P003,Samsung Galaxy S24,Electronics,2,18000000,0.15,Cash,Ha Noi,Completed,30600000.0
ORD008042,CUS01648,2026-04-23,P005,Men T-Shirt,Fashion,2,250000,0.0,E-Wallet,Hai Phong,Completed,500000.0
ORD008043,CUS01894,2026-06-17,P014,Yoga Mat,Sports,4,400000,0.1,Credit Card,Ho Chi Minh,Completed,1440000.0
ORD008044,CUS01797,2026-04-17,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.2,Banking,Can Tho,Completed,3360000.0
ORD008045,CUS00583,2026-05-29,P015,Badminton Racket,Sports,1,900000,0.1,Banking,Bien Hoa,Completed,810000.0
ORD008046,CUS01950,2026-06-20,P002,iPhone 15,Electronics,2,22000000,0.05,Banking,Bien Hoa,Completed,41800000.0
ORD008047,CUS01392,2026-05-06,P005,Men T-Shirt,Fashion,2,250000,0.0,Credit Card,Hue,Cancelled,500000.0
ORD008048,CUS01503,2026-07-26,P001,Laptop ASUS,Electronics,1,25000000,0.2,Banking,Ho Chi Minh,Completed,20000000.0
ORD008049,CUS01212,2026-07-04,P011,Python Programming Book,Books,1,300000,0.0,Credit Card,Thu Dau Mot,Completed,300000.0
ORD008050,CUS01058,2026-03-09,P011,Python Programming Book,Books,4,300000,0.0,E-Wallet,Hue,Completed,1200000.0
ORD008051,CUS01733,2026-01-12,P009,Air Fryer,Home Appliances,1,2800000,0.0,E-Wallet,Nha Trang,Cancelled,2800000.0
ORD008052,CUS01158,2026-04-06,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.2,E-Wallet,Nha Trang,Completed,3360000.0
ORD008053,CUS01868,2026-04-15,P011,Python Programming Book,Books,4,300000,0.1,Cash,Bien Hoa,Completed,1080000.0
ORD008054,CUS01746,2026-05-26,P002,iPhone 15,Electronics,3,22000000,0.0,Banking,Ho Chi Minh,Completed,66000000.0
ORD008055,CUS00929,2026-07-21,P014,Yoga Mat,Sports,2,400000,0.05,Banking,Bien Hoa,Completed,760000.0
ORD008056,CUS01959,2026-02-08,P012,Data Engineering Book,Books,5,450000,0.05,Credit Card,Bien Hoa,Returned,2137500.0
ORD008057,CUS01264,2026-06-15,P015,Badminton Racket,Sports,5,900000,0.15,Cash,Ho Chi Minh,Completed,3825000.0
ORD008058,CUS01397,2026-08-21,P015,Badminton Racket,Sports,1,900000,0.05,Credit Card,Ho Chi Minh,Completed,855000.0
ORD008059,CUS01160,2026-05-08,P009,Air Fryer,Home Appliances,3,2800000,0.05,Credit Card,Bien Hoa,Completed,7980000.0
ORD008060,CUS01280,2026-05-17,P011,Python Programming Book,Books,5,300000,0.05,Banking,Ho Chi Minh,Completed,1425000.0
ORD008061,CUS00989,2026-07-06,P008,Rice Cooker,Home Appliances,1,1500000,0.15,Cash,Ho Chi Minh,Completed,1275000.0
ORD008062,CUS01871,2026-04-10,P006,Women Dress,Fashion,1,650000,0.0,Banking,Bien Hoa,Completed,650000.0
ORD008063,CUS00927,2026-08-27,P015,Badminton Racket,Sports,3,900000,0.15,Banking,Can Tho,Completed,2295000.0
ORD008064,CUS01399,2026-06-15,P015,Badminton Racket,Sports,1,900000,0.2,Credit Card,Thu Dau Mot,Completed,720000.0
ORD008065,CUS01729,2026-06-24,P001,Laptop ASUS,Electronics,1,25000000,0.0,Banking,Can Tho,Completed,25000000.0
ORD008066,CUS01997,2026-08-12,P010,Vacuum Cleaner,Home Appliances,5,4200000,0.05,E-Wallet,Ha Noi,Completed,19950000.0
ORD008067,CUS01220,2026-08-21,P003,Samsung Galaxy S24,Electronics,3,18000000,0.1,E-Wallet,Unknown,Cancelled,48600000.0
ORD008068,CUS00867,2026-06-27,P012,Data Engineering Book,Books,1,450000,0.15,Cash,Ho Chi Minh,Completed,382500.0
ORD008069,CUS00105,2026-03-01,P008,Rice Cooker,Home Appliances,1,1500000,0.1,Banking,Thu Dau Mot,Completed,1350000.0
ORD008070,CUS00111,2026-02-21,P012,Data Engineering Book,Books,2,450000,0.0,Cash,Ha Noi,Completed,900000.0
ORD008071,CUS01973,2026-01-08,P015,Badminton Racket,Sports,5,900000,0.0,Credit Card,Da Nang,Completed,4500000.0
ORD008072,CUS00374,2026-03-17,P006,Women Dress,Fashion,2,650000,0.1,Cash,Ha Noi,Completed,1170000.0
ORD008073,CUS00855,2026-01-08,P015,Badminton Racket,Sports,4,900000,0.0,Banking,Ha Noi,Completed,3600000.0
ORD008074,CUS01141,2026-02-17,P013,Lipstick,Beauty,1,450000,0.0,Credit Card,Ha Noi,Completed,450000.0
ORD008075,CUS01376,2026-07-19,P005,Men T-Shirt,Fashion,1,250000,0.05,Banking,Vung Tau,Completed,237500.0
ORD008076,CUS00102,2026-05-31,P008,Rice Cooker,Home Appliances,2,1500000,0.05,Banking,Vung Tau,Completed,2850000.0
ORD008078,CUS00673,2026-06-06,P014,Yoga Mat,Sports,3,400000,0.05,Cash,Bien Hoa,Cancelled,1140000.0
ORD008079,CUS01655,2026-07-06,P009,Air Fryer,Home Appliances,1,2800000,0.05,Credit Card,Ho Chi Minh,Cancelled,2660000.0
ORD008080,CUS01053,2026-08-29,P015,Badminton Racket,Sports,1,900000,0.05,Banking,Ho Chi Minh,Completed,855000.0
ORD008081,CUS00663,2026-06-27,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.05,E-Wallet,Ho Chi Minh,Completed,11970000.0
ORD008082,CUS00421,2026-03-26,P014,Yoga Mat,Sports,3,400000,0.15,Credit Card,Ho Chi Minh,Completed,1020000.0
ORD008083,CUS01608,2026-01-24,P008,Rice Cooker,Home Appliances,3,1500000,0.1,E-Wallet,Bien Hoa,Completed,4050000.0
ORD008084,CUS00025,2026-06-18,P008,Rice Cooker,Home Appliances,4,1500000,0.1,Cash,Ha Noi,Cancelled,5400000.0
ORD008085,CUS01795,2026-01-14,P012,Data Engineering Book,Books,1,450000,0.05,Banking,Da Nang,Completed,427500.0
ORD008086,CUS00565,2026-01-23,P012,Data Engineering Book,Books,2,450000,0.2,Banking,Ho Chi Minh,Completed,720000.0
ORD008087,CUS00560,2026-03-17,P001,Laptop ASUS,Electronics,5,25000000,0.0,Banking,Ho Chi Minh,Completed,125000000.0
ORD008088,CUS01770,2026-03-04,P003,Samsung Galaxy S24,Electronics,1,18000000,0.2,Credit Card,Ho Chi Minh,Completed,14400000.0
ORD008089,CUS00137,2026-03-09,P002,iPhone 15,Electronics,1,22000000,0.15,E-Wallet,Ho Chi Minh,Completed,18700000.0
ORD008091,CUS00492,2026-06-28,P008,Rice Cooker,Home Appliances,5,1500000,0.0,E-Wallet,Ha Noi,Completed,7500000.0
ORD008092,CUS00836,2026-01-30,P006,Women Dress,Fashion,1,650000,0.15,Banking,Bien Hoa,Completed,552500.0
ORD008093,CUS00561,2026-05-31,P014,Yoga Mat,Sports,2,400000,0.0,E-Wallet,Can Tho,Completed,800000.0
ORD008094,CUS01208,2026-05-19,P011,Python Programming Book,Books,1,300000,0.2,Banking,Bien Hoa,Cancelled,240000.0
ORD008095,CUS01647,2026-08-25,P014,Yoga Mat,Sports,5,400000,0.05,Cash,Ho Chi Minh,Completed,1900000.0
ORD008096,CUS00633,2026-04-28,P009,Air Fryer,Home Appliances,3,2800000,0.05,Banking,Can Tho,Completed,7980000.0
ORD008097,CUS00346,2026-07-08,P013,Lipstick,Beauty,1,450000,0.1,Banking,Hue,Completed,405000.0
ORD008099,CUS00157,2026-05-15,P002,iPhone 15,Electronics,1,22000000,0.15,E-Wallet,Ho Chi Minh,Completed,18700000.0
ORD008100,CUS01834,2026-06-20,P015,Badminton Racket,Sports,2,900000,0.2,Cash,Ho Chi Minh,Completed,1440000.0
ORD008101,CUS00227,2026-01-15,P002,iPhone 15,Electronics,1,22000000,0.2,Cash,Ho Chi Minh,Completed,17600000.0
ORD008102,CUS00648,2026-08-08,P005,Men T-Shirt,Fashion,3,250000,0.2,Banking,Ha Noi,Completed,600000.0
ORD008103,CUS01865,2026-07-19,P014,Yoga Mat,Sports,2,400000,0.05,Banking,Nha Trang,Completed,760000.0
ORD008104,CUS00742,2026-07-22,P005,Men T-Shirt,Fashion,3,250000,0.1,Credit Card,Bien Hoa,Completed,675000.0
ORD008105,CUS00146,2026-05-12,P003,Samsung Galaxy S24,Electronics,1,18000000,0.1,Banking,Thu Dau Mot,Completed,16200000.0
ORD008107,CUS01526,2026-07-10,P005,Men T-Shirt,Fashion,1,250000,0.1,Banking,Ho Chi Minh,Completed,225000.0
ORD008108,CUS01616,2026-06-24,P007,Nike Sneakers,Fashion,2,2500000,0.0,E-Wallet,Ho Chi Minh,Completed,5000000.0
ORD008109,CUS01099,2026-06-24,P005,Men T-Shirt,Fashion,1,250000,0.1,Banking,Ha Noi,Cancelled,225000.0
ORD008110,CUS01744,2026-01-22,P012,Data Engineering Book,Books,5,450000,0.2,Banking,Ha Noi,Completed,1800000.0
ORD008111,CUS00182,2026-02-26,P004,Sony Headphones,Electronics,1,3500000,0.05,Cash,Ho Chi Minh,Completed,3325000.0
ORD008112,CUS00653,2026-08-19,P011,Python Programming Book,Books,1,300000,0.05,E-Wallet,Ha Noi,Completed,285000.0
ORD008113,CUS01367,2026-01-10,P006,Women Dress,Fashion,2,650000,0.0,Cash,Ha Noi,Cancelled,1300000.0
ORD008114,CUS01784,2026-08-05,P007,Nike Sneakers,Fashion,1,2500000,0.1,Cash,Thu Dau Mot,Cancelled,2250000.0
ORD008115,CUS01099,2026-08-04,P009,Air Fryer,Home Appliances,2,2800000,0.15,Banking,Bien Hoa,Completed,4760000.0
ORD008116,CUS00900,2026-04-25,P001,Laptop ASUS,Electronics,3,25000000,0.0,Banking,Hue,Completed,75000000.0
ORD008117,CUS01827,2026-04-22,P006,Women Dress,Fashion,2,650000,0.2,Credit Card,Bien Hoa,Completed,1040000.0
ORD008118,CUS00458,2026-07-30,P006,Women Dress,Fashion,1,650000,0.15,Cash,Ha Noi,Completed,552500.0
ORD008119,CUS01721,2026-04-09,P003,Samsung Galaxy S24,Electronics,2,18000000,0.1,Banking,Thu Dau Mot,Completed,32400000.0
ORD008120,CUS00361,2026-06-16,P001,Laptop ASUS,Electronics,1,25000000,0.1,E-Wallet,Ho Chi Minh,Completed,22500000.0
ORD008121,CUS00240,2026-08-04,P008,Rice Cooker,Home Appliances,1,1500000,0.2,E-Wallet,Nha Trang,Completed,1200000.0
ORD008122,CUS00788,2026-07-13,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.2,Banking,Ho Chi Minh,Completed,6720000.0
ORD008123,CUS01781,2026-01-26,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Credit Card,Bien Hoa,Completed,3780000.0
ORD008124,CUS01688,2026-01-21,P007,Nike Sneakers,Fashion,2,2500000,0.2,Credit Card,Da Nang,Completed,4000000.0
ORD008125,CUS01038,2026-08-20,P015,Badminton Racket,Sports,3,900000,0.0,E-Wallet,Ho Chi Minh,Completed,2700000.0
ORD008126,CUS01665,2026-07-07,P014,Yoga Mat,Sports,2,400000,0.05,Banking,Ho Chi Minh,Completed,760000.0
ORD008127,CUS00614,2026-08-18,P004,Sony Headphones,Electronics,3,3500000,0.1,Banking,Ha Noi,Completed,9450000.0
ORD008128,CUS00850,2026-02-01,P005,Men T-Shirt,Fashion,3,250000,0.05,Cash,Bien Hoa,Completed,712500.0
ORD008129,CUS00198,2026-05-07,P015,Badminton Racket,Sports,1,900000,0.2,Cash,Bien Hoa,Completed,720000.0
ORD008130,CUS00590,2026-08-16,P013,Lipstick,Beauty,1,450000,0.0,Banking,Ha Noi,Completed,450000.0
ORD008131,CUS01808,2026-05-26,P014,Yoga Mat,Sports,1,400000,0.0,Cash,Ho Chi Minh,Pending,400000.0
ORD008132,CUS00809,2026-01-28,P011,Python Programming Book,Books,2,300000,0.15,Banking,Thu Dau Mot,Completed,510000.0
ORD008133,CUS01216,2026-08-25,P007,Nike Sneakers,Fashion,1,2500000,0.15,Cash,Ho Chi Minh,Completed,2125000.0
ORD008134,CUS01803,2026-05-01,P009,Air Fryer,Home Appliances,1,2800000,0.0,Banking,Vung Tau,Completed,2800000.0
ORD008135,CUS00037,2026-08-18,P004,Sony Headphones,Electronics,4,3500000,0.1,E-Wallet,Ho Chi Minh,Completed,12600000.0
ORD008136,CUS00868,2026-07-30,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Banking,Can Tho,Cancelled,3780000.0
ORD008137,CUS01427,2026-08-14,P009,Air Fryer,Home Appliances,5,2800000,0.0,Cash,Hai Phong,Completed,14000000.0
ORD008138,CUS01616,2026-06-25,P006,Women Dress,Fashion,1,650000,0.0,Cash,Hai Phong,Completed,650000.0
ORD008139,CUS01837,2026-05-28,P007,Nike Sneakers,Fashion,2,2500000,0.0,Banking,Ho Chi Minh,Completed,5000000.0
ORD008140,CUS00656,2026-02-03,P014,Yoga Mat,Sports,1,400000,0.15,Credit Card,Ho Chi Minh,Completed,340000.0
ORD008141,CUS00493,2026-08-23,P009,Air Fryer,Home Appliances,2,2800000,0.1,Banking,Ho Chi Minh,Completed,5040000.0
ORD008142,CUS00523,2026-06-29,P007,Nike Sneakers,Fashion,1,2500000,0.05,Credit Card,Ho Chi Minh,Completed,2375000.0
ORD008143,CUS01135,2026-02-19,P006,Women Dress,Fashion,2,650000,0.0,Banking,Nha Trang,Completed,1300000.0
ORD008144,CUS00073,2026-04-08,P014,Yoga Mat,Sports,4,400000,0.0,E-Wallet,Can Tho,Completed,1600000.0
ORD008146,CUS01952,2026-01-18,P013,Lipstick,Beauty,1,450000,0.1,Banking,Ho Chi Minh,Completed,405000.0
ORD008147,CUS00775,2026-02-27,P007,Nike Sneakers,Fashion,1,2500000,0.1,E-Wallet,Nha Trang,Completed,2250000.0
ORD008148,CUS00712,2026-07-28,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Banking,Can Tho,Completed,3780000.0
ORD008149,CUS01426,2026-06-11,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,E-Wallet,Bien Hoa,Completed,3780000.0
ORD008150,CUS01373,2026-01-03,P001,Laptop ASUS,Electronics,2,25000000,0.15,Credit Card,Ho Chi Minh,Completed,42500000.0
ORD008151,CUS00617,2026-07-07,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Banking,Ho Chi Minh,Completed,1500000.0
ORD008152,CUS01352,2026-07-13,P011,Python Programming Book,Books,4,300000,0.15,E-Wallet,Hai Phong,Completed,1020000.0
ORD008153,CUS00672,2026-07-06,P002,iPhone 15,Electronics,1,22000000,0.0,Cash,Bien Hoa,Completed,22000000.0
ORD008154,CUS01649,2026-03-15,P013,Lipstick,Beauty,1,450000,0.0,Cash,Ho Chi Minh,Completed,450000.0
ORD008155,CUS01673,2026-08-17,P003,Samsung Galaxy S24,Electronics,2,18000000,0.15,Cash,Hai Phong,Cancelled,30600000.0
ORD008156,CUS00959,2026-07-15,P004,Sony Headphones,Electronics,1,3500000,0.2,Cash,Vung Tau,Cancelled,2800000.0
ORD008157,CUS00211,2026-01-19,P011,Python Programming Book,Books,3,300000,0.05,Banking,Ha Noi,Returned,855000.0
ORD008158,CUS01248,2026-08-24,P006,Women Dress,Fashion,1,650000,0.1,Credit Card,Da Nang,Completed,585000.0
ORD008159,CUS00485,2026-08-30,P004,Sony Headphones,Electronics,2,3500000,0.05,Cash,Ha Noi,Completed,6650000.0
ORD008160,CUS01686,2026-04-10,P003,Samsung Galaxy S24,Electronics,5,18000000,0.15,Cash,Thu Dau Mot,Completed,76500000.0
ORD008161,CUS01776,2026-08-09,P006,Women Dress,Fashion,1,650000,0.0,Cash,Bien Hoa,Completed,650000.0
ORD008162,CUS00646,2026-05-14,P015,Badminton Racket,Sports,3,900000,0.0,Banking,Ho Chi Minh,Completed,2700000.0
ORD008163,CUS00713,2026-05-26,P001,Laptop ASUS,Electronics,4,25000000,0.0,Banking,Ho Chi Minh,Completed,100000000.0
ORD008164,CUS01009,2026-02-07,P004,Sony Headphones,Electronics,2,3500000,0.1,Credit Card,Hai Phong,Completed,6300000.0
ORD008165,CUS01521,2026-08-31,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Cash,Ho Chi Minh,Cancelled,17100000.0
ORD008166,CUS01667,2026-02-04,P002,iPhone 15,Electronics,2,22000000,0.0,E-Wallet,Da Nang,Completed,44000000.0
ORD008167,CUS01040,2026-05-19,P001,Laptop ASUS,Electronics,1,25000000,0.0,Banking,Can Tho,Pending,25000000.0
ORD008168,CUS01058,2026-07-20,P004,Sony Headphones,Electronics,1,3500000,0.2,Cash,Vung Tau,Pending,2800000.0
ORD008169,CUS01902,2026-01-01,P014,Yoga Mat,Sports,3,400000,0.15,Banking,Da Nang,Completed,1020000.0
ORD008170,CUS01500,2026-05-04,P011,Python Programming Book,Books,2,300000,0.05,Banking,Bien Hoa,Cancelled,570000.0
ORD008171,CUS01654,2026-08-17,P011,Python Programming Book,Books,1,300000,0.15,Banking,Vung Tau,Completed,255000.0
ORD008172,CUS00018,2026-04-18,P009,Air Fryer,Home Appliances,2,2800000,0.1,Credit Card,Vung Tau,Completed,5040000.0
ORD008173,CUS00075,2026-05-18,P009,Air Fryer,Home Appliances,1,2800000,0.0,Banking,Ho Chi Minh,Completed,2800000.0
ORD008174,CUS01901,2026-03-12,P003,Samsung Galaxy S24,Electronics,4,18000000,0.15,Cash,Can Tho,Completed,61200000.0
ORD008175,CUS00560,2026-01-24,P009,Air Fryer,Home Appliances,4,2800000,0.15,Banking,Bien Hoa,Completed,9520000.0
ORD008176,CUS01182,2026-01-16,P003,Samsung Galaxy S24,Electronics,4,18000000,0.05,E-Wallet,Bien Hoa,Cancelled,68400000.0
ORD008177,CUS01837,2026-06-18,P015,Badminton Racket,Sports,2,900000,0.0,Banking,Ha Noi,Completed,1800000.0
ORD008178,CUS01589,2026-08-07,P009,Air Fryer,Home Appliances,3,2800000,0.0,Cash,Can Tho,Completed,8400000.0
ORD008179,CUS01276,2026-04-25,P015,Badminton Racket,Sports,2,900000,0.1,Cash,Bien Hoa,Completed,1620000.0
ORD008180,CUS01598,2026-03-09,P001,Laptop ASUS,Electronics,2,25000000,0.05,E-Wallet,Vung Tau,Completed,47500000.0
ORD008181,CUS00932,2026-06-29,P007,Nike Sneakers,Fashion,3,2500000,0.2,Cash,Nha Trang,Completed,6000000.0
ORD008182,CUS00706,2026-07-02,P005,Men T-Shirt,Fashion,2,250000,0.0,Banking,Ha Noi,Returned,500000.0
ORD008183,CUS01215,2026-04-26,P015,Badminton Racket,Sports,1,900000,0.2,Banking,Can Tho,Completed,720000.0
ORD008184,CUS01367,2026-03-19,P009,Air Fryer,Home Appliances,1,2800000,0.2,Cash,Nha Trang,Completed,2240000.0
ORD008185,CUS00101,2026-05-13,P002,iPhone 15,Electronics,1,22000000,0.05,E-Wallet,Vung Tau,Completed,20900000.0
ORD008186,CUS01693,2026-06-29,P004,Sony Headphones,Electronics,3,3500000,0.15,Credit Card,Ha Noi,Completed,8925000.0
ORD008187,CUS01750,2026-04-06,P006,Women Dress,Fashion,4,650000,0.15,Cash,Hue,Completed,2210000.0
ORD008188,CUS00617,2026-03-14,P011,Python Programming Book,Books,1,300000,0.2,Banking,Da Nang,Returned,240000.0
ORD008189,CUS01348,2026-07-22,P009,Air Fryer,Home Appliances,1,2800000,0.0,Credit Card,Ha Noi,Completed,2800000.0
ORD008190,CUS00648,2026-05-17,P012,Data Engineering Book,Books,5,450000,0.1,Cash,Bien Hoa,Completed,2025000.0
ORD008191,CUS00025,2026-06-30,P011,Python Programming Book,Books,2,300000,0.2,Credit Card,Vung Tau,Completed,480000.0
ORD008192,CUS00097,2026-03-12,P013,Lipstick,Beauty,5,450000,0.2,E-Wallet,Ho Chi Minh,Completed,1800000.0
ORD008193,CUS00897,2026-07-09,P007,Nike Sneakers,Fashion,1,2500000,0.05,E-Wallet,Da Nang,Completed,2375000.0
ORD008194,CUS00657,2026-04-26,P001,Laptop ASUS,Electronics,1,25000000,0.2,E-Wallet,Thu Dau Mot,Completed,20000000.0
ORD008195,CUS01995,2026-08-10,P014,Yoga Mat,Sports,3,400000,0.0,Cash,Hue,Completed,1200000.0
ORD008196,CUS01998,2026-07-23,P003,Samsung Galaxy S24,Electronics,1,18000000,0.1,Cash,Ho Chi Minh,Returned,16200000.0
ORD008197,CUS00481,2026-07-01,P006,Women Dress,Fashion,3,650000,0.1,E-Wallet,Thu Dau Mot,Completed,1755000.0
ORD008199,CUS00095,2026-05-31,P002,iPhone 15,Electronics,3,22000000,0.2,Cash,Ha Noi,Completed,52800000.0
ORD008200,CUS01123,2026-03-05,P012,Data Engineering Book,Books,5,450000,0.05,E-Wallet,Ho Chi Minh,Completed,2137500.0
ORD008201,CUS00185,2026-05-13,P002,iPhone 15,Electronics,4,22000000,0.0,Credit Card,Ha Noi,Completed,88000000.0
ORD008202,CUS00163,2026-07-18,P001,Laptop ASUS,Electronics,1,25000000,0.15,Credit Card,Hai Phong,Completed,21250000.0
ORD008203,CUS01126,2026-08-27,P002,iPhone 15,Electronics,2,22000000,0.0,Credit Card,Can Tho,Returned,44000000.0
ORD008204,CUS01533,2026-08-25,P013,Lipstick,Beauty,1,450000,0.0,Credit Card,Da Nang,Completed,450000.0
ORD008205,CUS01566,2026-02-14,P009,Air Fryer,Home Appliances,2,2800000,0.05,Banking,Da Nang,Completed,5320000.0
ORD008207,CUS00968,2026-08-27,P005,Men T-Shirt,Fashion,1,250000,0.05,Credit Card,Ha Noi,Completed,237500.0
ORD008208,CUS00916,2026-03-09,P013,Lipstick,Beauty,4,450000,0.2,Credit Card,Nha Trang,Completed,1440000.0
ORD008209,CUS01333,2026-07-18,P012,Data Engineering Book,Books,1,450000,0.0,Banking,Ho Chi Minh,Completed,450000.0
ORD008210,CUS01401,2026-02-04,P002,iPhone 15,Electronics,1,22000000,0.05,E-Wallet,Bien Hoa,Pending,20900000.0
ORD008212,CUS01705,2026-07-30,P005,Men T-Shirt,Fashion,5,250000,0.15,E-Wallet,Ho Chi Minh,Completed,1062500.0
ORD008213,CUS00309,2026-03-19,P004,Sony Headphones,Electronics,3,3500000,0.0,Credit Card,Ho Chi Minh,Completed,10500000.0
ORD008215,CUS01650,2026-01-31,P002,iPhone 15,Electronics,3,22000000,0.15,Credit Card,Da Nang,Completed,56100000.0
ORD008216,CUS00941,2026-05-01,P006,Women Dress,Fashion,1,650000,0.15,Credit Card,Ha Noi,Completed,552500.0
ORD008217,CUS01408,2026-05-07,P007,Nike Sneakers,Fashion,3,2500000,0.15,Cash,Ha Noi,Completed,6375000.0
ORD008218,CUS00399,2026-04-23,P015,Badminton Racket,Sports,1,900000,0.2,E-Wallet,Ha Noi,Completed,720000.0
ORD008219,CUS01464,2026-08-16,P001,Laptop ASUS,Electronics,2,25000000,0.15,E-Wallet,Can Tho,Pending,42500000.0
ORD008220,CUS01350,2026-08-19,P008,Rice Cooker,Home Appliances,2,1500000,0.0,E-Wallet,Hai Phong,Completed,3000000.0
ORD008221,CUS00027,2026-02-25,P015,Badminton Racket,Sports,1,900000,0.0,Banking,Da Nang,Completed,900000.0
ORD008222,CUS00685,2026-07-05,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.2,Credit Card,Bien Hoa,Completed,6720000.0
ORD008223,CUS00517,2026-08-14,P014,Yoga Mat,Sports,2,400000,0.0,Cash,Thu Dau Mot,Completed,800000.0
ORD008224,CUS01875,2026-07-01,P011,Python Programming Book,Books,1,300000,0.2,Credit Card,Bien Hoa,Cancelled,240000.0
ORD008225,CUS01353,2026-03-28,P014,Yoga Mat,Sports,2,400000,0.0,Cash,Nha Trang,Completed,800000.0
ORD008226,CUS00982,2026-03-01,P005,Men T-Shirt,Fashion,1,250000,0.15,E-Wallet,Bien Hoa,Completed,212500.0
ORD008227,CUS00453,2026-06-28,P013,Lipstick,Beauty,5,450000,0.05,E-Wallet,Thu Dau Mot,Completed,2137500.0
ORD008228,CUS01031,2026-06-02,P011,Python Programming Book,Books,3,300000,0.0,E-Wallet,Ha Noi,Cancelled,900000.0
ORD008229,CUS00559,2026-06-18,P011,Python Programming Book,Books,2,300000,0.05,E-Wallet,Bien Hoa,Completed,570000.0
ORD008230,CUS01243,2026-07-11,P007,Nike Sneakers,Fashion,1,2500000,0.15,Cash,Ha Noi,Completed,2125000.0
ORD008232,CUS01169,2026-07-21,P013,Lipstick,Beauty,4,450000,0.05,Credit Card,Ho Chi Minh,Completed,1710000.0
ORD008233,CUS01016,2026-06-08,P005,Men T-Shirt,Fashion,1,250000,0.2,Banking,Bien Hoa,Completed,200000.0
ORD008234,CUS00951,2026-06-29,P004,Sony Headphones,Electronics,1,3500000,0.1,Credit Card,Ho Chi Minh,Completed,3150000.0
ORD008235,CUS00304,2026-06-08,P005,Men T-Shirt,Fashion,2,250000,0.05,Banking,Ho Chi Minh,Completed,475000.0
